,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,userID
9610,400,16.0,40,291,"Tue, 18 Jun 2019 19:48:58 GMT",True,"Wed, 19 Jun 2019 00:38:55 GMT",1082
9611,600,12.0,20,110,"Tue, 18 Jun 2019 23:19:21 GMT",True,"Wed, 19 Jun 2019 01:07:55 GMT",1746
9612,600,12.0,20,60,"Tue, 18 Jun 2019 23:19:37 GMT",True,"Wed, 19 Jun 2019 00:17:55 GMT",1746
9613,600,12.0,20,60,"Tue, 18 Jun 2019 23:19:46 GMT",True,"Wed, 19 Jun 2019 00:17:55 GMT",1746
9614,600,12.0,20,60,"Wed, 19 Jun 2019 01:22:48 GMT",True,"Wed, 19 Jun 2019 00:17:55 GMT",1746
9615,333,6.66,20,81,"Wed, 19 Jun 2019 00:21:45 GMT",True,"Wed, 19 Jun 2019 01:42:32 GMT",365
9616,267,48.06,180,200,"Wed, 19 Jun 2019 00:39:46 GMT",True,"Wed, 19 Jun 2019 03:57:56 GMT",1064
9617,300,9.0,30,60,"Wed, 19 Jun 2019 01:10:46 GMT",True,"Wed, 19 Jun 2019 02:10:36 GMT",1152
9618,500,10.0,20,177,"Wed, 19 Jun 2019 01:40:45 GMT",True,"Wed, 19 Jun 2019 04:37:46 GMT",2243
9619,500,10.0,20,183,"Wed, 19 Jun 2019 03:44:25 GMT",True,"Wed, 19 Jun 2019 04:43:46 GMT",2243
9620,399,19.95,50,103,"Wed, 19 Jun 2019 01:52:28 GMT",True,"Wed, 19 Jun 2019 03:34:59 GMT",675
9621,400,8.0,20,86,"Wed, 19 Jun 2019 12:56:46 GMT",True,"Wed, 19 Jun 2019 14:22:08 GMT",743
9622,273,19.11,70,260,"Wed, 19 Jun 2019 13:29:44 GMT",True,"Wed, 19 Jun 2019 17:49:37 GMT",560
9623,364,21.84,60,473,"Wed, 19 Jun 2019 14:09:21 GMT",True,"Wed, 19 Jun 2019 22:02:02 GMT",676
9624,300,9.0,30,537,"Wed, 19 Jun 2019 14:59:13 GMT",True,"Wed, 19 Jun 2019 23:55:30 GMT",569
9625,278,11.12,40,417,"Wed, 19 Jun 2019 15:30:41 GMT",True,"Wed, 19 Jun 2019 22:26:59 GMT",559
9626,400,16.0,40,195,"Wed, 19 Jun 2019 15:43:23 GMT",True,"Wed, 19 Jun 2019 18:57:47 GMT",1137
9627,600,12.0,20,401,"Wed, 19 Jun 2019 15:42:52 GMT",True,"Wed, 19 Jun 2019 22:23:49 GMT",712
9628,250,20.0,80,418,"Wed, 19 Jun 2019 15:43:37 GMT",True,"Wed, 19 Jun 2019 22:41:20 GMT",1126
9629,600,12.0,20,129,"Wed, 19 Jun 2019 15:50:08 GMT",True,"Wed, 19 Jun 2019 17:58:59 GMT",1001
9630,250,30.0,120,308,"Wed, 19 Jun 2019 15:54:58 GMT",True,"Wed, 19 Jun 2019 21:01:33 GMT",1104
9631,400,8.0,20,452,"Wed, 19 Jun 2019 15:56:14 GMT",True,"Wed, 19 Jun 2019 23:27:35 GMT",743
9632,400,20.0,50,60,"Wed, 19 Jun 2019 17:37:26 GMT",True,"Wed, 19 Jun 2019 16:56:46 GMT",698
9633,300,18.0,60,217,"Wed, 19 Jun 2019 16:04:29 GMT",True,"Wed, 19 Jun 2019 19:38:28 GMT",431
9634,250,10.0,40,404,"Wed, 19 Jun 2019 16:16:17 GMT",True,"Wed, 19 Jun 2019 22:58:29 GMT",1534
9635,200,16.0,80,404,"Wed, 19 Jun 2019 16:25:44 GMT",True,"Wed, 19 Jun 2019 23:09:27 GMT",1154
9636,200,16.0,80,60,"Wed, 19 Jun 2019 16:25:54 GMT",True,"Wed, 19 Jun 2019 17:25:27 GMT",1154
9637,333,6.66,20,479,"Wed, 19 Jun 2019 16:29:57 GMT",True,"Thu, 20 Jun 2019 00:28:11 GMT",567
9638,400,8.0,20,223,"Wed, 19 Jun 2019 16:33:06 GMT",True,"Wed, 19 Jun 2019 20:14:49 GMT",858
9639,250,35.0,140,493,"Wed, 19 Jun 2019 16:49:33 GMT",True,"Thu, 20 Jun 2019 01:02:04 GMT",248
9640,400,8.0,20,345,"Wed, 19 Jun 2019 16:51:46 GMT",True,"Wed, 19 Jun 2019 22:36:32 GMT",2461
9641,300,21.0,70,399,"Wed, 19 Jun 2019 17:04:40 GMT",True,"Wed, 19 Jun 2019 23:40:17 GMT",832
9642,300,6.0,20,310,"Wed, 19 Jun 2019 17:07:40 GMT",True,"Wed, 19 Jun 2019 22:17:33 GMT",891
9643,250,5.0,20,200,"Wed, 19 Jun 2019 17:09:06 GMT",True,"Wed, 19 Jun 2019 20:28:26 GMT",562
9644,250,5.0,20,187,"Wed, 19 Jun 2019 17:09:51 GMT",True,"Wed, 19 Jun 2019 20:15:26 GMT",562
9645,200,14.0,70,120,"Wed, 19 Jun 2019 17:09:18 GMT",True,"Wed, 19 Jun 2019 19:09:14 GMT",558
9646,600,24.0,40,60,"Wed, 19 Jun 2019 17:10:39 GMT",True,"Wed, 19 Jun 2019 18:10:35 GMT",2170
9647,469,14.07,30,421,"Wed, 19 Jun 2019 17:20:52 GMT",True,"Thu, 20 Jun 2019 00:19:50 GMT",1095
9648,325,19.5,60,385,"Wed, 19 Jun 2019 17:22:16 GMT",True,"Wed, 19 Jun 2019 23:46:59 GMT",677
9649,300,15.0,50,131,"Wed, 19 Jun 2019 18:47:00 GMT",True,"Wed, 19 Jun 2019 20:56:18 GMT",171
9650,600,24.0,40,191,"Wed, 19 Jun 2019 18:46:42 GMT",True,"Wed, 19 Jun 2019 21:57:36 GMT",2170
9651,273,5.46,20,260,"Wed, 19 Jun 2019 19:45:17 GMT",True,"Thu, 20 Jun 2019 00:05:08 GMT",560
9652,400,16.0,40,291,"Wed, 19 Jun 2019 20:04:23 GMT",True,"Thu, 20 Jun 2019 00:54:44 GMT",1082
9653,250,5.0,20,187,"Wed, 19 Jun 2019 20:09:03 GMT",True,"Wed, 19 Jun 2019 23:15:37 GMT",562
9654,400,16.0,40,182,"Wed, 19 Jun 2019 21:13:17 GMT",True,"Thu, 20 Jun 2019 00:15:11 GMT",1161
9655,400,16.0,40,265,"Wed, 19 Jun 2019 23:56:08 GMT",True,"Thu, 20 Jun 2019 01:38:11 GMT",1161
9656,400,16.0,40,232,"Wed, 19 Jun 2019 23:56:40 GMT",True,"Thu, 20 Jun 2019 01:05:11 GMT",1161
9657,400,4.0,10,72,"Wed, 19 Jun 2019 22:05:09 GMT",True,"Wed, 19 Jun 2019 23:11:38 GMT",1222
9658,400,8.0,20,148,"Thu, 20 Jun 2019 01:03:43 GMT",True,"Thu, 20 Jun 2019 03:31:32 GMT",1133
9659,438,35.04,80,123,"Thu, 20 Jun 2019 02:39:22 GMT",True,"Thu, 20 Jun 2019 04:40:26 GMT",1099
9660,375,15.0,40,155,"Thu, 20 Jun 2019 04:48:34 GMT",True,"Thu, 20 Jun 2019 07:23:20 GMT",1202
9661,400,8.0,20,78,"Thu, 20 Jun 2019 13:04:36 GMT",True,"Thu, 20 Jun 2019 14:21:57 GMT",743
9662,300,12.0,40,537,"Thu, 20 Jun 2019 14:57:22 GMT",True,"Thu, 20 Jun 2019 23:53:35 GMT",569
9663,400,20.0,50,265,"Thu, 20 Jun 2019 15:04:39 GMT",True,"Thu, 20 Jun 2019 19:27:58 GMT",2898
9664,250,30.0,120,308,"Thu, 20 Jun 2019 15:38:18 GMT",True,"Thu, 20 Jun 2019 20:45:59 GMT",1104
9665,525,10.5,20,236,"Thu, 20 Jun 2019 15:40:00 GMT",True,"Thu, 20 Jun 2019 19:35:17 GMT",1164
9666,250,5.0,20,187,"Thu, 20 Jun 2019 15:54:22 GMT",True,"Thu, 20 Jun 2019 18:59:21 GMT",562
9667,600,12.0,20,401,"Thu, 20 Jun 2019 15:54:05 GMT",True,"Thu, 20 Jun 2019 22:35:01 GMT",712
9668,250,20.0,80,418,"Thu, 20 Jun 2019 16:17:45 GMT",True,"Thu, 20 Jun 2019 23:15:23 GMT",1126
9669,400,8.0,20,415,"Thu, 20 Jun 2019 16:22:46 GMT",True,"Thu, 20 Jun 2019 23:17:22 GMT",743
9670,275,16.5,60,454,"Thu, 20 Jun 2019 16:51:31 GMT",True,"Fri, 21 Jun 2019 00:24:36 GMT",2149
9671,600,24.0,40,191,"Thu, 20 Jun 2019 16:58:31 GMT",True,"Thu, 20 Jun 2019 20:09:22 GMT",2170
9672,300,30.0,100,170,"Thu, 20 Jun 2019 17:10:08 GMT",True,"Thu, 20 Jun 2019 19:58:39 GMT",69
9673,300,6.0,20,310,"Thu, 20 Jun 2019 17:10:48 GMT",True,"Thu, 20 Jun 2019 22:20:43 GMT",891
9674,400,8.0,20,223,"Thu, 20 Jun 2019 17:25:21 GMT",True,"Thu, 20 Jun 2019 21:07:27 GMT",858
9675,469,14.07,30,421,"Thu, 20 Jun 2019 17:31:00 GMT",True,"Fri, 21 Jun 2019 00:31:50 GMT",1095
9676,400,16.0,40,410,"Thu, 20 Jun 2019 18:09:48 GMT",True,"Fri, 21 Jun 2019 00:56:59 GMT",1524
9677,200,16.0,80,324,"Thu, 20 Jun 2019 18:15:27 GMT",True,"Thu, 20 Jun 2019 23:38:25 GMT",714
9678,400,16.0,40,291,"Thu, 20 Jun 2019 19:32:01 GMT",True,"Fri, 21 Jun 2019 00:21:30 GMT",1082
9679,450,9.0,20,30,"Thu, 20 Jun 2019 19:33:33 GMT",True,"Thu, 20 Jun 2019 20:02:07 GMT",1124
9680,273,19.11,70,236,"Thu, 20 Jun 2019 19:59:46 GMT",True,"Thu, 20 Jun 2019 23:55:33 GMT",560
9681,250,5.0,20,187,"Thu, 20 Jun 2019 20:35:45 GMT",True,"Thu, 20 Jun 2019 23:42:26 GMT",562
9682,275,5.5,20,60,"Thu, 20 Jun 2019 20:36:20 GMT",True,"Thu, 20 Jun 2019 21:35:26 GMT",562
9683,250,7.5,30,224,"Thu, 20 Jun 2019 20:44:34 GMT",True,"Fri, 21 Jun 2019 00:19:26 GMT",562
9684,250,5.0,20,68,"Thu, 20 Jun 2019 20:45:07 GMT",True,"Thu, 20 Jun 2019 21:43:26 GMT",562
9685,400,16.0,40,233,"Thu, 20 Jun 2019 20:38:00 GMT",True,"Fri, 21 Jun 2019 00:30:29 GMT",668
9686,400,8.0,20,66,"Thu, 20 Jun 2019 20:44:36 GMT",True,"Thu, 20 Jun 2019 21:43:29 GMT",668
9687,333,6.66,20,479,"Thu, 20 Jun 2019 21:09:06 GMT",True,"Fri, 21 Jun 2019 05:07:43 GMT",567
9688,333,6.66,20,214,"Thu, 20 Jun 2019 21:37:09 GMT",True,"Fri, 21 Jun 2019 00:42:43 GMT",567
9689,278,8.34,30,138,"Fri, 21 Jun 2019 00:27:50 GMT",True,"Fri, 21 Jun 2019 02:43:36 GMT",559
9690,278,2.78,10,146,"Fri, 21 Jun 2019 01:54:18 GMT",True,"Fri, 21 Jun 2019 02:51:36 GMT",559
9691,278,11.12,40,248,"Fri, 21 Jun 2019 01:54:35 GMT",True,"Fri, 21 Jun 2019 04:33:36 GMT",559
9692,600,12.0,20,110,"Fri, 21 Jun 2019 00:54:37 GMT",True,"Fri, 21 Jun 2019 02:44:10 GMT",1746
9693,600,12.0,20,110,"Fri, 21 Jun 2019 03:10:30 GMT",True,"Fri, 21 Jun 2019 02:44:10 GMT",1746
9694,400,20.0,50,212,"Fri, 21 Jun 2019 01:41:47 GMT",True,"Fri, 21 Jun 2019 05:13:43 GMT",1108
9695,375,15.0,40,155,"Fri, 21 Jun 2019 04:41:55 GMT",True,"Fri, 21 Jun 2019 07:16:37 GMT",1202
9696,400,8.0,20,85,"Fri, 21 Jun 2019 13:09:49 GMT",True,"Fri, 21 Jun 2019 14:34:20 GMT",743
9697,300,12.0,40,537,"Fri, 21 Jun 2019 14:48:50 GMT",True,"Fri, 21 Jun 2019 23:45:21 GMT",569
9698,278,8.34,30,478,"Fri, 21 Jun 2019 15:32:58 GMT",True,"Fri, 21 Jun 2019 23:30:47 GMT",559
9699,400,24.0,60,265,"Fri, 21 Jun 2019 15:33:19 GMT",True,"Fri, 21 Jun 2019 19:58:19 GMT",2898
9700,400,32.0,80,441,"Fri, 21 Jun 2019 15:41:04 GMT",True,"Fri, 21 Jun 2019 23:01:49 GMT",867
9701,525,10.5,20,236,"Fri, 21 Jun 2019 15:46:02 GMT",True,"Fri, 21 Jun 2019 19:41:17 GMT",1164
9702,400,16.0,40,279,"Fri, 21 Jun 2019 15:49:48 GMT",True,"Fri, 21 Jun 2019 20:26:02 GMT",1137
9703,250,37.5,150,546,"Fri, 21 Jun 2019 15:56:46 GMT",True,"Sat, 22 Jun 2019 01:02:46 GMT",2743
9704,250,20.0,80,418,"Fri, 21 Jun 2019 15:59:28 GMT",True,"Fri, 21 Jun 2019 22:57:10 GMT",1126
9705,600,12.0,20,401,"Fri, 21 Jun 2019 16:00:38 GMT",True,"Fri, 21 Jun 2019 22:41:32 GMT",712
9706,250,7.5,30,68,"Fri, 21 Jun 2019 16:03:13 GMT",True,"Fri, 21 Jun 2019 17:09:57 GMT",562
9707,400,8.0,20,432,"Fri, 21 Jun 2019 16:17:37 GMT",True,"Fri, 21 Jun 2019 23:29:18 GMT",743
9708,400,8.0,20,345,"Fri, 21 Jun 2019 16:18:11 GMT",True,"Fri, 21 Jun 2019 22:02:58 GMT",2461
9709,500,10.0,20,205,"Fri, 21 Jun 2019 16:26:30 GMT",True,"Fri, 21 Jun 2019 19:49:39 GMT",620
9710,400,16.0,40,252,"Fri, 21 Jun 2019 16:31:55 GMT",True,"Fri, 21 Jun 2019 20:42:35 GMT",632
9711,333,6.66,20,475,"Fri, 21 Jun 2019 16:34:29 GMT",True,"Sat, 22 Jun 2019 00:28:46 GMT",567
9712,346,20.76,60,276,"Fri, 21 Jun 2019 16:43:14 GMT",True,"Fri, 21 Jun 2019 21:18:32 GMT",1123
9713,292,26.28,90,267,"Fri, 21 Jun 2019 16:50:51 GMT",True,"Fri, 21 Jun 2019 21:17:28 GMT",1470
9714,200,4.0,20,324,"Fri, 21 Jun 2019 17:20:29 GMT",True,"Fri, 21 Jun 2019 22:44:03 GMT",714
9715,200,16.0,80,321,"Fri, 21 Jun 2019 17:20:48 GMT",True,"Fri, 21 Jun 2019 22:41:03 GMT",714
9716,333,13.32,40,390,"Fri, 21 Jun 2019 17:23:22 GMT",True,"Fri, 21 Jun 2019 23:52:11 GMT",1274
9717,325,19.5,60,385,"Fri, 21 Jun 2019 17:22:48 GMT",True,"Fri, 21 Jun 2019 23:47:34 GMT",677
9718,300,6.0,20,310,"Fri, 21 Jun 2019 17:34:09 GMT",True,"Fri, 21 Jun 2019 22:43:30 GMT",891
9719,300,30.0,100,299,"Fri, 21 Jun 2019 18:06:32 GMT",True,"Fri, 21 Jun 2019 23:03:08 GMT",69
9720,450,9.0,20,30,"Fri, 21 Jun 2019 18:32:06 GMT",True,"Fri, 21 Jun 2019 19:02:00 GMT",1124
9721,400,16.0,40,291,"Fri, 21 Jun 2019 19:46:10 GMT",True,"Sat, 22 Jun 2019 00:36:30 GMT",1082
9722,600,12.0,20,110,"Fri, 21 Jun 2019 23:39:12 GMT",True,"Sat, 22 Jun 2019 01:25:42 GMT",1746
9723,600,12.0,20,110,"Sat, 22 Jun 2019 00:56:10 GMT",True,"Sat, 22 Jun 2019 01:25:42 GMT",1746
9724,250,30.0,120,436,"Sat, 22 Jun 2019 00:00:58 GMT",True,"Sat, 22 Jun 2019 07:16:56 GMT",291
9725,250,30.0,120,403,"Sat, 22 Jun 2019 05:44:32 GMT",True,"Sat, 22 Jun 2019 06:43:56 GMT",291
9726,250,30.0,120,403,"Sat, 22 Jun 2019 17:49:23 GMT",True,"Sat, 22 Jun 2019 06:43:56 GMT",291
9727,292,17.52,60,88,"Sat, 22 Jun 2019 00:28:50 GMT",True,"Sat, 22 Jun 2019 01:56:16 GMT",1085
9728,200,58.0,290,720,"Sat, 22 Jun 2019 01:29:03 GMT",True,"Sat, 22 Jun 2019 13:26:31 GMT",292
9729,200,60.0,300,60,"Sat, 22 Jun 2019 01:29:25 GMT",True,"Sat, 22 Jun 2019 02:26:31 GMT",292
9730,200,60.0,300,720,"Sat, 22 Jun 2019 01:30:02 GMT",True,"Sat, 22 Jun 2019 13:26:31 GMT",292
9731,400,8.0,20,148,"Sat, 22 Jun 2019 17:06:14 GMT",True,"Sat, 22 Jun 2019 19:33:57 GMT",1133
9732,300,21.0,70,217,"Sat, 22 Jun 2019 19:24:55 GMT",True,"Sat, 22 Jun 2019 23:01:36 GMT",431
9733,364,29.12,80,62,"Sat, 22 Jun 2019 21:51:44 GMT",True,"Sat, 22 Jun 2019 22:48:14 GMT",2737
9734,600,12.0,20,110,"Sat, 22 Jun 2019 22:51:53 GMT",True,"Sun, 23 Jun 2019 00:41:30 GMT",1746
9735,600,12.0,20,110,"Sun, 23 Jun 2019 00:57:22 GMT",True,"Sun, 23 Jun 2019 00:41:30 GMT",1746
9736,333,19.98,60,653,"Sat, 22 Jun 2019 23:24:25 GMT",True,"Sun, 23 Jun 2019 10:16:53 GMT",565
9737,400,8.0,20,72,"Sat, 22 Jun 2019 23:30:07 GMT",True,"Sun, 23 Jun 2019 00:39:54 GMT",1222
9738,500,125.0,250,435,"Sun, 23 Jun 2019 02:04:14 GMT",True,"Sun, 23 Jun 2019 09:18:59 GMT",489
9739,500,125.0,250,435,"Sun, 23 Jun 2019 02:04:31 GMT",True,"Sun, 23 Jun 2019 09:18:59 GMT",489
9740,400,8.0,20,72,"Sun, 23 Jun 2019 04:41:37 GMT",True,"Sun, 23 Jun 2019 05:52:59 GMT",1222
9741,250,22.5,90,205,"Sun, 23 Jun 2019 15:40:07 GMT",True,"Sun, 23 Jun 2019 19:04:29 GMT",248
9742,250,2.5,10,246,"Sun, 23 Jun 2019 18:58:02 GMT",True,"Sun, 23 Jun 2019 19:45:29 GMT",248
9743,400,8.0,20,62,"Sun, 23 Jun 2019 15:41:51 GMT",True,"Sun, 23 Jun 2019 16:43:10 GMT",743
9744,400,20.0,50,265,"Sun, 23 Jun 2019 17:08:18 GMT",True,"Sun, 23 Jun 2019 21:33:19 GMT",2898
9745,300,6.0,20,310,"Sun, 23 Jun 2019 18:30:11 GMT",True,"Sun, 23 Jun 2019 23:39:50 GMT",891
9746,200,4.0,20,103,"Sun, 23 Jun 2019 23:02:08 GMT",True,"Mon, 24 Jun 2019 00:45:08 GMT",243
9747,200,4.0,20,103,"Sun, 23 Jun 2019 23:02:29 GMT",True,"Mon, 24 Jun 2019 00:45:08 GMT",243
9748,600,30.0,50,225,"Sun, 23 Jun 2019 23:49:32 GMT",True,"Mon, 24 Jun 2019 03:34:23 GMT",712
9749,357,17.85,50,52,"Mon, 24 Jun 2019 01:03:46 GMT",True,"Mon, 24 Jun 2019 01:54:13 GMT",781
9750,273,19.11,70,236,"Mon, 24 Jun 2019 13:35:43 GMT",True,"Mon, 24 Jun 2019 17:31:41 GMT",560
9751,400,8.0,20,62,"Mon, 24 Jun 2019 13:36:06 GMT",True,"Mon, 24 Jun 2019 14:37:47 GMT",743
9752,364,21.84,60,473,"Mon, 24 Jun 2019 15:33:20 GMT",True,"Mon, 24 Jun 2019 23:25:54 GMT",676
9753,525,10.5,20,236,"Mon, 24 Jun 2019 15:39:42 GMT",True,"Mon, 24 Jun 2019 19:35:26 GMT",1164
9754,600,30.0,50,388,"Mon, 24 Jun 2019 15:41:06 GMT",True,"Mon, 24 Jun 2019 22:08:52 GMT",712
9755,250,30.0,120,308,"Mon, 24 Jun 2019 15:42:38 GMT",True,"Mon, 24 Jun 2019 20:50:28 GMT",1104
9756,250,7.5,30,61,"Mon, 24 Jun 2019 16:00:09 GMT",True,"Mon, 24 Jun 2019 17:01:10 GMT",562
9757,250,7.5,30,61,"Mon, 24 Jun 2019 19:16:59 GMT",True,"Mon, 24 Jun 2019 17:01:10 GMT",562
9758,400,16.0,40,405,"Mon, 24 Jun 2019 16:02:40 GMT",True,"Mon, 24 Jun 2019 22:47:41 GMT",1912
9759,300,30.0,100,360,"Mon, 24 Jun 2019 16:04:53 GMT",True,"Mon, 24 Jun 2019 22:04:30 GMT",69
9760,278,44.48,160,132,"Mon, 24 Jun 2019 16:07:31 GMT",True,"Mon, 24 Jun 2019 18:17:35 GMT",1243
9761,300,6.0,20,310,"Mon, 24 Jun 2019 16:16:02 GMT",True,"Mon, 24 Jun 2019 21:25:04 GMT",891
9762,600,24.0,40,191,"Mon, 24 Jun 2019 16:25:20 GMT",True,"Mon, 24 Jun 2019 19:36:12 GMT",2170
9763,292,14.6,50,267,"Mon, 24 Jun 2019 16:27:45 GMT",True,"Mon, 24 Jun 2019 20:54:16 GMT",1470
9764,400,12.0,30,345,"Mon, 24 Jun 2019 16:30:29 GMT",True,"Mon, 24 Jun 2019 22:15:29 GMT",2461
9765,600,12.0,20,145,"Mon, 24 Jun 2019 16:36:04 GMT",True,"Mon, 24 Jun 2019 19:00:36 GMT",324
9766,200,8.0,40,404,"Mon, 24 Jun 2019 16:42:29 GMT",True,"Mon, 24 Jun 2019 23:26:09 GMT",1154
9767,400,20.0,50,265,"Mon, 24 Jun 2019 16:46:27 GMT",True,"Mon, 24 Jun 2019 21:11:28 GMT",2898
9768,600,12.0,20,129,"Mon, 24 Jun 2019 16:49:32 GMT",True,"Mon, 24 Jun 2019 18:58:31 GMT",1001
9769,200,8.0,40,120,"Mon, 24 Jun 2019 17:03:03 GMT",True,"Mon, 24 Jun 2019 19:03:00 GMT",558
9770,400,8.0,20,426,"Mon, 24 Jun 2019 17:07:44 GMT",True,"Tue, 25 Jun 2019 00:13:22 GMT",743
9771,469,14.07,30,421,"Mon, 24 Jun 2019 17:21:44 GMT",True,"Tue, 25 Jun 2019 00:22:45 GMT",1095
9772,200,4.0,20,321,"Mon, 24 Jun 2019 17:24:42 GMT",True,"Mon, 24 Jun 2019 22:45:20 GMT",714
9773,250,20.0,80,418,"Mon, 24 Jun 2019 17:24:46 GMT",True,"Tue, 25 Jun 2019 00:22:32 GMT",1126
9774,450,9.0,20,30,"Mon, 24 Jun 2019 19:04:27 GMT",True,"Mon, 24 Jun 2019 19:33:37 GMT",1124
9775,400,16.0,40,94,"Mon, 24 Jun 2019 20:22:41 GMT",True,"Mon, 24 Jun 2019 21:56:42 GMT",1161
9776,400,16.0,40,94,"Mon, 24 Jun 2019 20:23:07 GMT",True,"Mon, 24 Jun 2019 21:56:42 GMT",1161
9777,250,2.5,10,169,"Mon, 24 Jun 2019 20:25:13 GMT",True,"Mon, 24 Jun 2019 23:12:29 GMT",562
9778,400,20.0,50,199,"Mon, 24 Jun 2019 21:07:38 GMT",True,"Tue, 25 Jun 2019 00:25:54 GMT",1090
9779,275,19.25,70,217,"Mon, 24 Jun 2019 21:16:15 GMT",True,"Tue, 25 Jun 2019 00:52:05 GMT",2149
9780,600,60.0,100,237,"Mon, 24 Jun 2019 22:49:06 GMT",True,"Tue, 25 Jun 2019 02:44:16 GMT",2290
9781,400,8.0,20,61,"Mon, 24 Jun 2019 23:32:29 GMT",True,"Tue, 25 Jun 2019 00:33:30 GMT",774
9782,600,12.0,20,108,"Mon, 24 Jun 2019 23:37:33 GMT",True,"Tue, 25 Jun 2019 01:22:53 GMT",1746
9783,600,12.0,20,108,"Tue, 25 Jun 2019 01:34:32 GMT",True,"Tue, 25 Jun 2019 01:22:53 GMT",1746
9784,267,40.05,150,377,"Tue, 25 Jun 2019 01:23:30 GMT",True,"Tue, 25 Jun 2019 07:39:32 GMT",438
9785,400,16.0,40,93,"Tue, 25 Jun 2019 01:46:06 GMT",True,"Tue, 25 Jun 2019 03:18:23 GMT",1606
9786,400,12.0,30,273,"Tue, 25 Jun 2019 03:29:05 GMT",True,"Tue, 25 Jun 2019 06:18:23 GMT",1606
9787,375,15.0,40,155,"Tue, 25 Jun 2019 04:41:56 GMT",True,"Tue, 25 Jun 2019 07:16:43 GMT",1202
9788,273,19.11,70,297,"Tue, 25 Jun 2019 13:28:12 GMT",True,"Tue, 25 Jun 2019 18:25:05 GMT",560
9789,364,21.84,60,473,"Tue, 25 Jun 2019 15:19:25 GMT",True,"Tue, 25 Jun 2019 23:11:42 GMT",676
9790,300,51.0,170,537,"Tue, 25 Jun 2019 15:26:38 GMT",True,"Wed, 26 Jun 2019 00:23:25 GMT",569
9791,250,32.5,130,344,"Tue, 25 Jun 2019 15:35:29 GMT",True,"Tue, 25 Jun 2019 21:19:06 GMT",1104
9792,250,5.0,20,169,"Tue, 25 Jun 2019 16:13:25 GMT",True,"Tue, 25 Jun 2019 18:59:53 GMT",562
9793,600,12.0,20,395,"Tue, 25 Jun 2019 16:11:20 GMT",True,"Tue, 25 Jun 2019 22:46:10 GMT",712
9794,400,8.0,20,426,"Tue, 25 Jun 2019 16:21:50 GMT",True,"Tue, 25 Jun 2019 23:25:03 GMT",743
9795,300,30.0,100,360,"Tue, 25 Jun 2019 16:27:47 GMT",True,"Tue, 25 Jun 2019 22:27:32 GMT",69
9796,300,6.0,20,310,"Tue, 25 Jun 2019 16:30:40 GMT",True,"Tue, 25 Jun 2019 21:40:27 GMT",891
9797,500,10.0,20,430,"Tue, 25 Jun 2019 16:45:53 GMT",True,"Tue, 25 Jun 2019 23:50:42 GMT",620
9798,600,12.0,20,159,"Tue, 25 Jun 2019 16:48:26 GMT",True,"Tue, 25 Jun 2019 19:25:25 GMT",324
9799,600,12.0,20,72,"Tue, 25 Jun 2019 16:56:44 GMT",True,"Tue, 25 Jun 2019 18:06:49 GMT",1366
9800,250,30.0,120,604,"Tue, 25 Jun 2019 17:02:35 GMT",True,"Wed, 26 Jun 2019 03:02:50 GMT",248
9801,469,9.38,20,421,"Tue, 25 Jun 2019 17:13:04 GMT",True,"Wed, 26 Jun 2019 00:12:31 GMT",1095
9802,200,14.0,70,120,"Tue, 25 Jun 2019 17:18:50 GMT",True,"Tue, 25 Jun 2019 19:18:45 GMT",558
9803,200,20.0,100,570,"Tue, 25 Jun 2019 17:37:23 GMT",True,"Wed, 26 Jun 2019 03:06:01 GMT",958
9804,450,9.0,20,30,"Tue, 25 Jun 2019 17:49:32 GMT",True,"Tue, 25 Jun 2019 18:10:21 GMT",1124
9805,273,5.46,20,220,"Tue, 25 Jun 2019 19:51:48 GMT",True,"Tue, 25 Jun 2019 23:31:29 GMT",560
9806,600,24.0,40,191,"Tue, 25 Jun 2019 20:33:22 GMT",True,"Tue, 25 Jun 2019 23:44:12 GMT",2170
9807,600,12.0,20,108,"Tue, 25 Jun 2019 23:06:52 GMT",True,"Wed, 26 Jun 2019 00:54:25 GMT",1746
9808,600,12.0,20,108,"Wed, 26 Jun 2019 01:22:46 GMT",True,"Wed, 26 Jun 2019 00:54:25 GMT",1746
9809,400,16.0,40,56,"Tue, 25 Jun 2019 23:55:56 GMT",True,"Wed, 26 Jun 2019 00:51:41 GMT",1161
9810,333,6.66,20,81,"Wed, 26 Jun 2019 00:22:13 GMT",True,"Wed, 26 Jun 2019 01:42:59 GMT",365
9811,400,20.0,50,283,"Wed, 26 Jun 2019 00:45:13 GMT",True,"Wed, 26 Jun 2019 05:27:41 GMT",1108
9812,313,18.78,60,553,"Wed, 26 Jun 2019 01:19:14 GMT",True,"Wed, 26 Jun 2019 10:30:08 GMT",372
9813,273,19.11,70,265,"Wed, 26 Jun 2019 13:29:15 GMT",True,"Wed, 26 Jun 2019 17:54:00 GMT",560
9814,400,16.0,40,634,"Wed, 26 Jun 2019 13:29:25 GMT",True,"Thu, 27 Jun 2019 00:03:04 GMT",1007
9815,400,32.0,80,411,"Wed, 26 Jun 2019 17:11:31 GMT",True,"Wed, 26 Jun 2019 22:15:12 GMT",2737
